gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
CAG192107101,drakb101,SLG,1,value,24,0,30,6,3,0,0,2,2,4,0,6,0,0,0,0,0,3,3,0,,1,,1,,1,19210710,1,CHI09,v,CAG,0,1,0,regular,y,y
CAG192107101,willt104,CAG,1,value,27,0,34,3,0,0,0,0,0,2,0,4,2,0,0,0,0,2,2,0,1,,,1,,1,19210710,1,CHI09,h,SLG,1,0,0,regular,y,y
CAG192107102,oldhj102,SLG,1,value,12,1,22,6,1,0,0,6,5,3,0,3,0,0,0,1,1,0,0,0,,1,,1,,,19210710,2,CHI09,v,CAG,0,1,0,regular,y,y
CAG192107102,finnj101,SLG,2,value,6,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19210710,2,CHI09,v,CAG,0,1,0,regular,y,y
CAG192107102,browd104,CAG,1,value,21,0,35,14,0,1,0,3,3,3,0,5,0,0,0,0,0,0,1,0,1,,,1,,1,19210710,2,CHI09,h,SLG,1,0,0,regular,y,y
STA192107160,browd104,CAG,1,value,27,,35,6,,,0,5,,2,,11,1,0,1,1,,,,,1,,,1,,1,19210716,0,DCT01,v,STA,1,0,0,exhibition,y,
STA192107160,mcgij101,STA,1,value,12,,22,8,,,2,7,,3,,0,0,0,0,0,,,,,,1,,1,,,19210716,0,DCT01,h,CAG,0,1,0,exhibition,y,
STA192107160,chamg101,STA,2,value,15,,29,13,,,0,7,,0,,4,1,0,0,1,,,,,,,,,1,,19210716,0,DCT01,h,CAG,0,1,0,exhibition,y,
CB1192107190,taylj109,CG1,1,value,24,,39,15,2,0,1,9,,0,,2,0,0,0,1,,,,,,1,,1,,1,19210719,0,COL04,v,CB1,0,1,0,regular,y,
CB1192107190,rober105,CB1,1,value,27,,35,7,1,0,0,1,,4,,4,0,0,0,0,,,,,1,,,1,,1,19210719,0,COL04,h,CG1,1,0,0,regular,y,
KCM192107250,gateb101,DT1,1,value,24,,35,12,,0,0,5,,1,,5,0,0,0,,,,,,,,,1,,,19210725,0,KAN02,v,KCM,0,1,0,regular,y,
KCM192107250,hollb106,DT1,2,value,0,4,4,3,,0,1,3,,0,0,1,0,0,0,,,,,,,1,,,1,,19210725,0,KAN02,v,KCM,0,1,0,regular,y,
KCM192107250,bellc102,KCM,1,value,21,,26,4,,,0,3,,0,0,2,0,0,0,0,,0,,,,,,1,,,19210725,0,KAN02,h,DT1,1,0,0,regular,y,
KCM192107250,currr101,KCM,2,value,6,,11,4,,,0,4,,0,0,0,0,0,0,0,,0,,,1,,,,1,,19210725,0,KAN02,h,DT1,1,0,0,regular,y,
ACY192107310,johnd108,IN4,1,value,15,3,25,4,2,1,0,5,5,4,0,3,1,0,0,0,1,1,0,0,,1,,1,,,19210731,0,NYC15,v,ACY,0,1,0,exhibition,y,y
ACY192107310,kenyh101,IN4,2,value,6,0,11,4,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,19210731,0,NYC15,v,ACY,0,1,0,exhibition,y,y
ACY192107310,mahoa102,IN4,3,value,3,0,9,2,1,0,0,4,4,3,0,1,1,1,0,0,0,1,0,1,,,,,1,,19210731,0,NYC15,v,ACY,0,1,0,exhibition,y,y
ACY192107310,reddd101,ACY,1,value,27,0,38,11,3,1,0,3,2,2,0,3,0,0,0,0,0,0,1,0,1,,,1,,1,19210731,0,NYC15,h,IN4,1,0,0,exhibition,y,y
HIL192109052,hollb106,DT1,1,value,24,,37,8,2,0,0,4,,1,,1,0,0,0,3,,,,,,1,,1,,1,19210905,2,DAR01,v,HIL,0,1,0,exhibition,y,
HIL192109052,cockp101,HIL,1,value,27,,31,0,0,0,0,0,0,2,,2,0,0,0,0,,,,,1,,,1,,1,19210905,2,DAR01,h,DT1,1,0,0,exhibition,y,
SLG192110030,walkr102,SLN,1,value,24,0,37,12,0,0,1,4,4,1,0,7,2,0,0,0,0,4,1,0,,,,1,,,19211003,0,STL07,v,SLG,1,0,0,exhibition,y,y
SLG192110030,pertb101,SLN,2,value,9,0,12,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,,,,1,,19211003,0,STL07,v,SLG,1,0,0,exhibition,y,y
SLG192110030,drakb101,SLG,1,value,33,0,48,12,1,0,0,5,4,3,0,5,0,0,0,1,0,2,0,0,,1,,1,,1,19211003,0,STL07,h,SLN,0,1,0,exhibition,y,y
HIL192110040,hollb106,CAG,1,value,27,,33,5,,,0,2,,1,,10,0,0,0,2,,,,,1,,,1,,1,19211004,0,PHI09,v,HIL,1,0,0,championship,y,
HIL192110040,flouw101,HIL,1,value,24,,32,6,,,1,5,,2,,11,0,0,0,0,,,,,,1,,1,,,19211004,0,PHI09,h,CAG,0,1,0,championship,y,
HIL192110040,rectc101,HIL,2,value,3,,4,1,,,0,0,0,0,,0,0,0,0,0,,,,,,,,,1,,19211004,0,PHI09,h,CAG,0,1,0,championship,y,
SLG192110040,hainj101,SLN,1,value,24,0,36,9,3,0,1,6,4,0,0,6,0,0,0,1,0,2,0,1,,1,,1,,1,19211004,0,STL07,v,SLG,0,1,0,exhibition,y,y
SLG192110040,oldhj102,SLG,1,value,27,0,34,9,1,0,0,2,2,0,0,8,0,0,0,0,0,3,1,0,1,,,1,,1,19211004,0,STL07,h,SLN,1,0,0,exhibition,y,y
HIL192110050,willt104,CAG,1,value,6,,12,6,,,0,3,,,,,0,0,0,0,,,,,,,,1,,,19211005,0,PHI09,v,HIL,0,1,0,championship,y,
HIL192110050,johnt105,CAG,2,value,18,,21,3,,,0,1,,,,,0,0,0,0,,,,,,1,,,1,,19211005,0,PHI09,v,HIL,0,1,0,championship,y,
HIL192110050,cockp101,HIL,1,value,27,,33,6,,,0,3,,,,,0,0,0,0,,,,,1,,,1,,1,19211005,0,PHI09,h,CAG,1,0,0,championship,y,
SLG192110091,nortl101,SLN,1,value,27,0,36,9,0,0,0,3,3,2,0,5,0,0,0,0,0,0,2,0,1,,,1,,1,19211009,1,STL07,v,SLG,1,0,0,exhibition,y,y
SLG192110091,oldhj102,SLG,1,value,4,0,11,7,0,2,0,6,6,0,0,1,0,0,0,0,0,0,0,0,,1,,1,,,19211009,1,STL07,h,SLN,0,1,0,exhibition,y,y
SLG192110091,drakb101,SLG,2,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19211009,1,STL07,h,SLN,0,1,0,exhibition,y,y
SLG192110091,meyed102,SLG,3,value,21,0,29,7,1,0,0,6,4,0,0,2,0,0,1,1,0,2,0,0,,,,,1,,19211009,1,STL07,h,SLN,0,1,0,exhibition,y,y
SLG192110092,pertb101,SLN,1,value,27,0,41,10,1,2,0,6,5,1,0,5,2,0,0,1,0,0,0,0,1,,,1,,1,19211009,2,STL07,v,SLG,1,0,0,exhibition,y,y
SLG192110092,drakb101,SLG,1,value,27,0,40,14,1,1,0,9,2,1,0,1,0,0,0,1,0,3,1,0,,1,,1,,1,19211009,2,STL07,h,SLN,0,1,0,exhibition,y,y
CAG192110100,whitd107,HIL,1,value,24,,31,7,,,1,5,5,3,,7,0,0,0,0,,,,,,1,,1,,1,19211010,0,WIL03,v,CAG,0,1,0,championship,y,
CAG192110100,hollb106,CAG,1,value,27,,33,6,,,0,2,2,1,,5,0,0,0,0,,,,,1,,,1,,1,19211010,0,WIL03,h,HIL,1,0,0,championship,y,
SLG192110100,walkr102,SLN,1,value,27,,35,11,0,1,1,3,,1,,4,1,0,0,0,,,,,1,,,1,,1,19211010,0,STL07,v,SLG,1,0,0,exhibition,y,
SLG192110100,staro101,SLG,1,value,27,,44,15,3,1,1,10,,3,,1,0,1,0,1,,,,,,1,,1,,1,19211010,0,STL07,h,SLN,0,1,0,exhibition,y,
HIL192110120,browd104,CAG,1,value,24,,35,11,,,1,5,,,,,0,0,0,0,,0,,0,,,,1,,,19211012,0,CAM01,v,HIL,0,0,1,championship,y,
HIL192110120,marsj103,CAG,2,value,3,,3,0,,,0,0,0,,,,0,0,0,0,,0,,0,,,,,1,,19211012,0,CAM01,v,HIL,0,0,1,championship,y,
HIL192110120,rectc101,HIL,1,value,27,,38,8,,,0,5,,,,,0,0,0,0,,0,,0,,,,1,,1,19211012,0,CAM01,h,CAG,0,0,1,championship,y,
HIL192110130,johnt105,CAG,1,value,9,,14,2,,,1,3,,2,,2,0,0,0,1,,,,,,,,1,,,19211013,0,DAR01,v,HIL,0,1,0,championship,y,
HIL192110130,willt104,CAG,2,value,9,,21,10,,,1,12,,2,,9,0,0,0,0,,,,,,1,,,1,,19211013,0,DAR01,v,HIL,0,1,0,championship,y,
HIL192110130,cockp101,HIL,1,value,21,,29,6,,,0,5,,2,,6,0,0,0,3,,,,,1,,,1,,1,19211013,0,DAR01,h,CAG,1,0,0,championship,y,
HIL192110150,hollb106,CAG,1,value,15,,23,8,,,0,5,,0,,4,0,0,0,3,,,,,,1,,1,,,19211015,0,DAR01,v,HIL,0,1,0,championship,y,
HIL192110150,johnt105,CAG,2,value,9,,12,3,,,0,2,,0,,1,0,0,0,1,,,,,,,,,1,,19211015,0,DAR01,v,HIL,0,1,0,championship,y,
HIL192110150,whitd107,HIL,1,value,27,,35,5,,,0,1,0,2,,7,0,0,0,0,,,,,1,,,1,,1,19211015,0,DAR01,h,CAG,1,0,0,championship,y,
DT1192206270,meyed102,SSN,1,value,24,,35,7,2,0,0,3,,4,,3,1,0,0,1,,,,,,1,,1,,1,19220627,0,DET07,v,DT1,0,1,0,regular,y,
DT1192206270,forcb101,DT1,1,value,27,,30,0,0,0,0,0,0,2,,9,0,0,0,0,,,,,1,,,1,,1,19220627,0,DET07,h,SSN,1,0,0,regular,y,
IN4192207260,wintn101,NBG,1,value,27,0,31,0,0,0,0,1,0,4,0,8,0,0,0,0,0,1,1,0,1,,,1,,1,19220726,0,KOK01,v,IN4,1,0,0,exhibition,y,y
IN4192207260,carrw101,IN4,1,value,24,0,37,12,2,1,0,7,7,3,0,4,0,0,0,1,0,0,2,0,,1,,1,,,19220726,0,KOK01,h,NBG,0,1,0,exhibition,y,y
IN4192207260,jeffj102,IN4,2,value,3,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19220726,0,KOK01,h,NBG,0,1,0,exhibition,y,y
CAG192208160,treah101,ACY,1,value,58,0,70,10,1,0,0,1,1,7,0,13,2,0,0,3,0,2,4,0,,1,,1,,1,19220816,0,CHI09,v,CAG,0,1,0,exhibition,y,y
CAG192208160,rilee101,CAG,1,value,12,1,16,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,,,1,,,19220816,0,CHI09,h,ACY,1,0,0,exhibition,y,y
CAG192208160,browd104,CAG,2,value,48,0,54,5,0,0,0,0,0,2,0,10,1,0,0,1,0,0,0,0,1,,,,1,,19220816,0,CHI09,h,ACY,1,0,0,exhibition,y,y
CAG192208190,cockp101,HIL,1,value,27,,33,0,0,0,0,0,0,7,,3,0,0,0,0,,,,,1,,,1,,1,19220819,0,CHI09,v,CAG,1,0,0,exhibition,y,
CAG192208190,padrj101,CAG,1,value,27,,35,5,0,0,0,5,,3,,2,0,0,0,2,,,,,,1,,1,,1,19220819,0,CHI09,h,HIL,0,1,0,exhibition,y,
KCM192308052,gateb101,ML4,1,value,15,,23,5,,,0,5,,2,,1,2,0,0,,0,0,,0,,1,,1,,,19230805,2,KAN05,v,KCM,0,1,0,regular,y,
KCM192308052,boggg101,ML4,2,value,9,,14,3,,,0,2,,2,,0,0,0,0,,0,0,,0,,,,,1,,19230805,2,KAN05,v,KCM,0,1,0,regular,y,
KCM192308052,mendj101,KCM,1,value,15,,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,,,1,,,19230805,2,KAN05,h,ML4,1,0,0,regular,y,
KCM192308052,rogab101,KCM,2,value,12,,13,0,0,0,0,0,0,1,,2,0,0,0,0,0,0,,0,,,,,1,,19230805,2,KAN05,h,ML4,1,0,0,regular,y,
KCM192404272,rossw101,SSN,1,value,23,,28,6,0,1,0,2,,0,,4,0,0,0,2,,,,,,1,,1,,1,19240427,2,KAN05,v,KCM,0,1,0,regular,y,
KCM192404272,mendj101,KCM,1,value,12,,16,4,0,0,0,0,,1,0,0,2,0,0,,,,,,,,,1,,,19240427,2,KAN05,h,SSN,1,0,0,regular,y,
KCM192404272,rogab101,KCM,2,value,12,,15,1,0,0,0,1,,2,0,2,0,0,0,,,,,,1,,,,1,,19240427,2,KAN05,h,SSN,1,0,0,regular,y,
CAG192405180,salac101,CUW,1,value,0,5,5,2,0,0,1,5,5,3,0,0,0,0,0,0,0,0,0,0,,,,1,,,19240518,0,CHI09,v,CAG,0,1,0,regular,y,y
CAG192405180,boadl101,CUW,2,value,10,0,20,5,1,0,0,5,1,2,0,0,1,0,0,2,0,2,0,0,,,,,,,19240518,0,CHI09,v,CAG,0,1,0,regular,y,y
CAG192405180,martp107,CUW,3,value,14,0,20,6,0,0,0,5,2,2,1,3,0,0,0,0,0,2,1,0,,1,,,1,,19240518,0,CHI09,v,CAG,0,1,0,regular,y,y
CAG192405180,owena101,CAG,1,value,9,0,19,5,1,1,0,6,6,5,0,1,0,0,0,2,0,1,0,0,,,,1,,,19240518,0,CHI09,h,CUW,1,0,0,regular,y,y
CAG192405180,willt104,CAG,2,value,7,0,15,7,2,0,2,5,5,1,0,2,0,0,0,0,0,0,0,1,,,,,,,19240518,0,CHI09,h,CUW,1,0,0,regular,y,y
CAG192405180,harng101,CAG,3,value,11,0,17,4,1,0,1,3,2,2,1,3,0,0,0,0,0,0,1,0,1,,,,1,,19240518,0,CHI09,h,CUW,1,0,0,regular,y,y
BLS192408031,willj109,BRG,1,value,27,0,37,9,2,0,0,5,3,1,0,4,0,0,0,2,0,1,0,0,1,,,1,,1,19240803,1,BAL13,v,BLS,1,0,0,regular,y,y
BLS192408031,britg103,BLS,1,value,27,0,46,11,1,0,1,7,4,6,0,3,0,0,0,2,1,0,1,0,,1,,1,,1,19240803,1,BAL13,h,BRG,0,1,0,regular,y,y
BLS192408032,reddd101,BRG,1,value,24,0,45,14,4,0,0,12,8,6,0,3,0,0,0,3,0,0,2,0,,1,,1,,1,19240803,2,BAL13,v,BLS,0,1,0,regular,y,y
BLS192408032,mcclb103,BLS,1,value,27,0,36,7,0,0,0,3,2,2,0,5,0,0,0,1,0,3,1,0,1,,,1,,1,19240803,2,BAL13,h,BRG,1,0,0,regular,y,y
DT1192408180,rilee101,CAG,1,value,6,,11,2,0,0,1,2,,3,0,0,0,0,0,0,,,,,,,,1,,,19240818,0,DET07,v,DT1,1,0,0,regular,y,
DT1192408180,mille107,CAG,2,value,18,,21,2,0,0,0,1,,3,0,3,0,0,0,0,,,,,1,,,,,,19240818,0,DET07,v,DT1,1,0,0,regular,y,
DT1192408180,padrj101,CAG,3,value,3,,5,2,0,0,0,1,,0,0,0,0,0,0,0,,,,,,,,,1,,19240818,0,DET07,v,DT1,1,0,0,regular,y,
DT1192408180,combj101,DT1,1,value,15,,24,7,,0,1,5,,1,0,0,0,0,0,1,,,,,,1,,1,,,19240818,0,DET07,h,CAG,0,1,0,regular,y,
DT1192408180,terrl101,DT1,2,value,9,,11,2,,0,0,1,,0,0,1,0,0,0,1,,,,,,,,,,,19240818,0,DET07,h,CAG,0,1,0,regular,y,
DT1192408180,alexb102,DT1,3,value,3,,3,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,19240818,0,DET07,h,CAG,0,1,0,regular,y,
HAE192409031,wintn101,HIL,1,value,27,,31,1,0,0,0,0,0,4,,7,0,1,0,0,,,,,1,,,1,,1,19240903,1,HRB01,v,HAE,1,0,0,regular,y,
HAE192409031,corbc102,HAE,1,value,27,,34,4,0,1,0,2,,1,,1,0,0,0,1,,,,,,1,,1,,1,19240903,1,HRB01,h,HIL,0,1,0,regular,y,
HIL192410030,rogab101,KCM,1,value,27,0,36,8,2,0,0,2,2,3,0,4,1,0,0,1,0,1,1,0,1,,,1,,1,19241003,0,PHI09,v,HIL,1,0,0,championship,y,y
HIL192410030,cockp101,HIL,1,value,27,0,40,7,2,0,0,6,1,3,1,6,0,0,0,2,0,1,1,0,,1,,1,,1,19241003,0,PHI09,h,KCM,0,1,0,championship,y,y
HIL192410040,mccab107,KCM,1,value,0,3,3,1,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,,1,,1,,,19241004,0,PHI09,v,HIL,0,1,0,championship,y,y
HIL192410040,drakb101,KCM,2,value,5,0,12,5,1,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,,,,,,,19241004,0,PHI09,v,HIL,0,1,0,championship,y,y
HIL192410040,mendj101,KCM,3,value,16,0,22,7,3,1,0,4,3,1,0,1,0,0,0,1,1,0,0,0,,,,,,,19241004,0,PHI09,v,HIL,0,1,0,championship,y,y
HIL192410040,morry101,KCM,4,value,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19241004,0,PHI09,v,HIL,0,1,0,championship,y,y
HIL192410040,wintn101,HIL,1,value,27,0,33,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19241004,0,PHI09,h,KCM,1,0,0,championship,y,y
HIL192410050,bellw101,KCM,1,value,36,0,55,11,5,0,0,6,5,9,0,4,1,0,0,5,0,0,0,0,,,,1,,,19241005,0,BAL13,v,HIL,0,0,1,championship,y,y
HIL192410050,rogab101,KCM,2,value,3,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19241005,0,BAL13,v,HIL,0,0,1,championship,y,y
HIL192410050,ryanr102,HIL,1,value,12,0,18,3,1,0,1,4,3,2,0,2,1,0,0,1,0,2,0,0,,,,1,,,19241005,0,BAL13,h,KCM,0,0,1,championship,y,y
HIL192410050,lee-s101,HIL,2,value,24,0,32,5,1,0,0,2,2,2,0,6,2,0,0,1,0,1,0,0,,,,,,,19241005,0,BAL13,h,KCM,0,0,1,championship,y,y
HIL192410050,currr101,HIL,3,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,1,,19241005,0,BAL13,h,KCM,0,0,1,championship,y,y
HIL192410060,bellc102,KCM,1,value,24,4,34,4,0,0,0,4,2,3,0,4,1,0,0,0,0,1,0,0,,1,,1,,1,19241006,0,BAL13,v,HIL,0,1,0,championship,y,y
HIL192410060,ryanr102,HIL,1,value,6,0,9,3,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,,,,1,,,19241006,0,BAL13,h,KCM,1,0,0,championship,y,y
HIL192410060,currr101,HIL,2,value,21,0,27,5,2,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,,,,1,,19241006,0,BAL13,h,KCM,1,0,0,championship,y,y
KCM192410110,wintn101,HIL,1,value,27,0,31,4,2,0,0,2,2,1,0,7,0,0,0,1,0,1,1,0,1,,,1,,1,19241011,0,KAN05,v,KCM,1,0,0,championship,y,y
KCM192410110,rogab101,KCM,1,value,27,0,44,9,0,0,1,5,5,3,1,5,1,0,0,1,1,0,0,0,,1,,1,,1,19241011,0,KAN05,h,HIL,0,1,0,championship,y,y
KCM192410120,cockp101,HIL,1,value,2,0,6,4,0,0,0,4,4,1,0,0,0,1,0,0,0,0,1,0,,1,,1,,,19241012,0,KAN05,v,KCM,0,1,0,championship,y,y
KCM192410120,lee-s101,HIL,2,value,22,0,29,8,1,1,0,2,2,1,0,1,0,0,0,0,0,3,2,0,,,,,1,,19241012,0,KAN05,v,KCM,0,1,0,championship,y,y
KCM192410120,bellw101,KCM,1,value,24,1,36,11,1,1,0,5,5,2,1,2,0,0,0,0,0,2,0,0,1,,,1,,,19241012,0,KAN05,h,HIL,1,0,0,championship,y,y
KCM192410120,drakb101,KCM,2,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19241012,0,KAN05,h,HIL,1,0,0,championship,y,y
KCM192410140,wintn101,HIL,1,value,35,0,48,11,1,1,0,4,2,5,0,8,0,1,0,2,0,4,1,0,,1,,1,,1,19241014,0,KAN05,v,KCM,0,1,0,championship,y,y
KCM192410140,bellc102,KCM,1,value,4,0,6,2,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,19241014,0,KAN05,h,HIL,1,0,0,championship,y,y
KCM192410140,drakb101,KCM,2,value,21,0,26,4,0,0,0,1,1,1,0,2,0,0,0,2,0,1,0,0,,,,,,,19241014,0,KAN05,h,HIL,1,0,0,championship,y,y
KCM192410140,mendj101,KCM,3,value,11,0,14,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,,,,1,,19241014,0,KAN05,h,HIL,1,0,0,championship,y,y
KCM192410180,currr101,HIL,1,value,26,0,35,9,1,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,,1,,1,,1,19241018,0,CHI09,v,KCM,0,1,0,championship,y,y
KCM192410180,rogab101,KCM,1,value,27,0,37,9,0,1,0,2,2,3,0,3,0,0,0,1,1,2,0,1,1,,,1,,1,19241018,0,CHI09,h,HIL,1,0,0,championship,y,y
KCM192410190,wintn101,HIL,1,value,27,0,37,9,1,0,0,3,1,0,0,3,0,0,0,2,0,0,1,0,1,,,1,,1,19241019,0,CHI09,v,KCM,1,0,0,championship,y,y
KCM192410190,bellw101,KCM,1,value,12,3,22,8,1,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,,,,1,,,19241019,0,CHI09,h,HIL,0,1,0,championship,y,y
KCM192410190,drakb101,KCM,2,value,12,2,20,5,1,0,0,3,2,2,0,3,0,0,0,0,0,2,0,0,,1,,,,,19241019,0,CHI09,h,HIL,0,1,0,championship,y,y
KCM192410190,mendj101,KCM,3,value,3,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,19241019,0,CHI09,h,HIL,0,1,0,championship,y,y
KCM192410200,lee-s101,HIL,1,value,24,0,30,6,1,0,0,5,5,1,0,3,0,0,0,1,0,1,1,0,,1,,1,,1,19241020,0,CHI09,v,KCM,0,1,0,championship,y,y
KCM192410200,mendj101,KCM,1,value,27,0,30,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,,,1,,1,19241020,0,CHI09,h,HIL,1,0,0,championship,y,y
BLS192505031,levio101,CUE,1,value,27,,37,6,1,0,0,3,,8,,3,0,0,0,0,,,,,1,,,1,,1,19250503,1,BAL13,v,BLS,1,0,0,regular,y,
BLS192505031,mungj101,BLS,1,value,24,,32,8,,0,1,4,,4,,2,1,0,0,,,,,,,1,,1,,,19250503,1,BAL13,h,CUE,0,1,0,regular,y,
BLS192505031,stroj103,BLS,2,value,3,,4,1,,0,0,0,,0,0,1,0,0,0,,,,,,,,,,1,,19250503,1,BAL13,h,CUE,0,1,0,regular,y,
KCM192508110,rossw101,SSN,1,value,1,,6,4,,,0,4,,1,,0,0,0,0,0,,,,,,,,1,,,19250811,0,KAN05,v,KCM,1,0,0,regular,y,
KCM192508110,brans101,SSN,2,value,26,,40,5,,,0,1,,9,,0,1,0,0,0,,,,,1,,,,1,,19250811,0,KAN05,v,KCM,1,0,0,regular,y,
KCM192508110,bellc102,KCM,1,value,8,,13,5,0,,0,5,,2,,0,0,0,0,1,,,,,,,,1,,,19250811,0,KAN05,h,SSN,0,1,0,regular,y,
KCM192508110,drakb101,KCM,2,value,19,,24,3,0,,0,1,,2,,6,0,0,0,2,,,,,,1,,,1,,19250811,0,KAN05,h,SSN,0,1,0,regular,y,
MEM192508290,craws102,BIR,1,value,27,,34,6,1,1,0,0,0,4,,4,0,0,0,1,,,,,1,,,1,,1,19250829,0,MEM01,v,MEM,1,0,0,regular,y,
MEM192508290,moors102,MEM,1,value,27,,35,5,0,0,0,2,,1,,3,0,0,0,4,,,,,,1,,1,,1,19250829,0,MEM01,h,BIR,0,1,0,regular,y,
SSN192509190,rogab101,KCM,1,value,27,0,35,9,1,2,1,6,6,2,0,5,0,1,0,0,0,0,1,0,1,,,1,,1,19250919,0,STL12,v,SSN,1,0,0,lcs,y,y
SSN192509190,hensl101,SSN,1,value,9,0,13,4,0,1,1,3,3,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,19250919,0,STL12,h,KCM,0,1,0,lcs,y,y
SSN192509190,millp101,SSN,2,value,18,0,26,6,1,0,2,5,4,2,0,1,1,0,0,0,0,3,1,0,,1,,,1,,19250919,0,STL12,h,KCM,0,1,0,lcs,y,y
SSN192509200,deann101,KCM,1,value,14,0,24,7,2,0,1,5,4,3,0,3,0,0,0,0,1,2,0,0,,1,,1,,,19250920,0,STL12,v,SSN,0,1,0,lcs,y,y
SSN192509200,mendj101,KCM,2,value,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19250920,0,STL12,v,SSN,0,1,0,lcs,y,y
SSN192509200,drakb101,KCM,3,value,9,0,13,3,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,,,,,1,,19250920,0,STL12,v,SSN,0,1,0,lcs,y,y
SSN192509200,davir103,SSN,1,value,25,0,34,9,1,1,1,3,3,2,0,4,0,0,0,0,0,0,1,0,1,,,1,,,19250920,0,STL12,h,KCM,1,0,0,lcs,y,y
SSN192509200,millp101,SSN,2,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,19250920,0,STL12,h,KCM,1,0,0,lcs,y,y
SSN192509230,bellw101,KCM,1,value,24,0,32,4,0,0,1,3,2,3,0,5,0,1,0,1,0,0,0,0,,1,,1,,1,19250923,0,STL12,v,SSN,0,1,0,lcs,y,d
SSN192509230,browd105,SSN,1,value,27,0,39,5,0,0,0,2,1,6,0,3,1,1,0,2,0,0,0,0,1,,,1,,1,19250923,0,STL12,h,KCM,1,0,0,lcs,y,d
KCM192509260,brans101,SSN,1,value,4,0,9,4,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,,,,1,,,19250926,0,CHI09,v,KCM,0,1,0,lcs,y,d
KCM192509260,millp101,SSN,2,value,21,0,32,7,0,0,0,3,3,4,2,5,0,0,0,1,0,2,0,1,,1,,,1,,19250926,0,CHI09,v,KCM,0,1,0,lcs,y,d
KCM192509260,rogab101,KCM,1,value,27,0,33,7,1,0,0,4,4,0,0,5,0,0,0,2,0,0,2,0,1,,,1,,1,19250926,0,CHI09,h,SSN,1,0,0,lcs,y,d
KCM192509270,rossw101,SSN,1,value,21,0,28,4,0,1,0,1,0,2,0,2,1,0,0,1,0,0,2,0,,,,1,,,19250927,0,CHI09,v,KCM,1,0,0,lcs,y,d
KCM192509270,browd105,SSN,2,value,6,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,,,,1,,19250927,0,CHI09,v,KCM,1,0,0,lcs,y,d
KCM192509270,drakb101,KCM,1,value,27,0,33,4,0,0,0,2,1,4,0,5,0,0,0,1,0,0,1,0,,1,,1,,1,19250927,0,CHI09,h,SSN,0,1,0,lcs,y,d
KCM192509281,davir103,SSN,1,value,9,0,15,1,0,0,0,1,0,4,0,2,0,0,0,1,0,0,0,0,,,,1,,,19250928,1,CHI09,v,KCM,0,1,0,lcs,y,d
KCM192509281,millp101,SSN,2,value,9,0,18,7,1,0,0,7,5,0,0,1,0,0,0,2,0,0,0,0,,1,,,,,19250928,1,CHI09,v,KCM,0,1,0,lcs,y,d
KCM192509281,hensl101,SSN,3,value,6,0,8,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,1,,19250928,1,CHI09,v,KCM,0,1,0,lcs,y,d
